99bill                 |send.htm                   |快钱接口模板                 |前台显示
taskweibo              |feed.htm                   |任务列表动态右栏模板         |前台显示
taskweibo              |file.htm                   |文件显示列表                 |前台显示
taskweibo              |increase_member.htm        |任务加价                     |会员中心
taskweibo              |list.htm                   |任务列表                     |前台显示
taskweibo              |message.htm                |任务留言列表                 |前台显示
taskweibo              |message_manage.htm         |任务留言管理列表             |后台显示
taskweibo              |message_manage.htm         |任务留言管理列表             |后台显示
taskweibo              |project.htm                |任务发布项目列表             |前台显示
taskweibo              |refund_member.htm          |退款模板                     |会员中心
taskweibo              |repotr.htm                 |举报模板                     |前台显示
taskweibo              |select_manage.htm          |筛选管理模板                 |前台显示
taskweibo              |seller_member.htm          |卖家订单管理模板             |会员中心
taskweibo              |seller_order_info_manage.htm|卖家订单信息管理模板        |后台显示
taskweibo              |seller_order_manage.htm    |卖家订单管理模板             |后台显示
taskweibo              |sellorder_member.htm       |卖家订单管理模板             |会员中心
taskweibo              |settask_member.htm         |任务设置管理模板             |会员中心
taskweibo              |show.htm                   |任务显示页面模板             |前台显示
taskweibo              |show.js.htm                |任务显示页面JS模板           |前台显示
taskweibo              |task.js.htm                |任务发布JS模板               |前台显示
taskweibo              |task_config_member.htm     |任务配置管理模板             |会员中心
taskweibo              |task_manage.htm            |任务管理模板                 |后台显示
taskweibo              |task_member.htm            |任务管理模板                 |会员中心
taskweibo              |task_related.htm           |相关任务列表模板             |前台显示
taskweibo              |task_space.htm             |空间任务列表模板             |会员空间
taskweibo              |taskone_form.htm           |发布任务表单模板             |前台显示
taskweibo              |taskrefund_manage.htm      |任务退款申请管理模板         |后台显示
taskweibo              |taskreport_manage.htm      |任务举报管理模板             |后台显示
taskweibo              |transaction_space.htm      |空间任务交易记录模板         |会员空间
taskweibo              |user.htm                   |任务列表用户信息模板         |前台显示



taskguide              |add_manage.htm             |添加向导模板                 |后台显示
taskguide              |config_manage.htm          |配置模板                     |后台显示
taskguide              |guide.htm                  |向导显示模板                 |前台显示
taskguide              |list_manage.htm            |列表管理模板                 |后台显示
 


templateblock          |add_manage.htm             |添加模块模板                 |后台显示
templateblock          |block_manage.htm           |修改模块模板                 |后台显示
templateblock          |list_manage.htm            |列表模块模板                 |后台显示


templateblock          |defaulthelp.htm            |首页帮助模块模板             |前台显示
templateblock          |defaultlink.htm            |首页友情链接模块模板         |前台显示
templateblock          |defaultslide.htm           |首页幻灯片模块模板           |前台显示
templateblock          |memberhome.htm             |会员首页模块模板             |会员中心
templateblock          |publish.htm                |首页保障公告等模块模板       |前台显示
templateblock          |scrollad.htm               |首页滚动广告模块模板         |前台显示
templateblock          |search.htm                 |搜索选项模块模板             |前台显示
templateblock          |sellerserviceshow.htm      |首页卖家服务推荐模块模板     |前台显示
templateblock          |shortcutmenu.htm           |首页左上方菜单模块模板       |前台显示
templateblock          |taskcountshow.htm          |首页计件悬赏模块模板         |前台显示
templateblock          |taskgrabshow.htm           |首页抢标悬赏模块模板         |前台显示
templateblock          |taskoneshow.htm            |首页单人悬赏模块模板         |前台显示
templateblock          |taskweiboshow.htm          |首页微博悬赏模块模板         |前台显示



union                  |add_manage.htm             |添加推广模板                 |后台显示
union                  |config_manage.htm          |配置推广模板                 |后台显示
union                  |email.htm                  |邮件推广模板                 |前台显示
union                  |home.htm                   |推广首页模板                 |前台显示
union                  |link.htm                   |链接推广模板                 |前台显示
union                  |menu.htm                   |推广工具菜单模板             |前台显示
union                  |photo.htm                  |图片推广模板                 |前台显示
union                  |result_member.htm          |推广提成模板                 |会员中心
union                  |show_manage.htm            |推广显示模板                 |后台显示
union                  |union.js.htm               |推广JS模板                   |后台显示
union                  |user_member.htm            |推广会员列表模板             |会员中心



webpage                |aboutus.htm                |关于我们模板                 |前台显示
webpage                |contact.htm                |联系我们模板                 |前台显示
webpage                |links.htm                  |友情链接模板                 |前台显示
webpage                |sitemap.htm                |网站地图模板                 |前台显示




